job,marital,default,housing,loan,contact,month,poutcome,deposit
blue-collar,married,no,no,no,cellular,jul,unknown,no
housemaid,married,no,yes,no,cellular,sep,failure,no
blue-collar,married,no,yes,no,unknown,may,unknown,no
technician,married,no,no,no,cellular,aug,unknown,no
management,married,no,no,no,cellular,may,unknown,no
unemployed,single,no,no,no,cellular,jul,unknown,no
technician,married,no,yes,no,unknown,may,unknown,no
self-employed,married,no,no,no,unknown,jun,unknown,no
blue-collar,divorced,no,no,yes,cellular,nov,unknown,no
services,married,no,yes,no,unknown,may,unknown,no
blue-collar,married,no,yes,no,cellular,apr,failure,no
technician,married,no,yes,no,cellular,feb,unknown,no
services,divorced,no,yes,no,unknown,jun,unknown,no
technician,married,no,no,no,cellular,jul,unknown,no
technician,married,no,yes,no,unknown,may,unknown,no
management,married,no,no,no,cellular,nov,unknown,no
management,married,no,yes,no,cellular,may,failure,no
management,single,no,no,no,cellular,aug,unknown,no
retired,married,no,no,no,unknown,jun,unknown,no
management,married,no,yes,no,cellular,nov,unknown,no
management,single,no,no,no,cellular,aug,unknown,no
technician,married,no,no,no,unknown,jun,unknown,no
blue-collar,single,no,no,no,cellular,feb,unknown,no
technician,married,no,yes,no,cellular,feb,unknown,no
blue-collar,divorced,no,no,yes,cellular,jul,unknown,no
admin.,married,no,no,no,cellular,jul,unknown,no
admin.,married,no,yes,yes,cellular,feb,failure,no
blue-collar,married,no,no,yes,cellular,jul,unknown,no
blue-collar,married,no,no,yes,cellular,aug,unknown,no
services,married,no,yes,no,cellular,may,failure,no
technician,married,no,yes,no,cellular,apr,unknown,no
management,single,no,yes,no,cellular,may,unknown,no
admin.,single,no,yes,no,cellular,may,other,no
blue-collar,divorced,no,no,yes,cellular,jul,unknown,no
management,single,no,no,no,cellular,jul,unknown,no
entrepreneur,married,no,yes,no,cellular,nov,unknown,no
admin.,single,no,yes,no,cellular,may,unknown,no
housemaid,single,no,no,no,unknown,jun,unknown,no
management,married,no,no,no,cellular,aug,unknown,no
services,married,no,yes,no,cellular,apr,failure,no
admin.,married,no,no,no,cellular,may,unknown,no
housemaid,married,no,no,no,unknown,jun,unknown,no
management,married,no,yes,no,unknown,may,unknown,no
blue-collar,married,no,yes,no,unknown,may,unknown,no
technician,single,no,no,no,unknown,jun,unknown,no
retired,married,no,no,no,cellular,oct,failure,no
technician,married,no,no,no,unknown,jun,unknown,no
management,married,no,no,no,telephone,feb,unknown,no
technician,divorced,no,no,yes,cellular,feb,failure,no
admin.,married,no,no,no,cellular,aug,unknown,no
blue-collar,single,no,no,no,unknown,jun,unknown,no
technician,married,no,no,no,cellular,aug,unknown,no
management,divorced,no,yes,no,unknown,jun,unknown,no
management,single,no,no,no,unknown,jun,unknown,no
services,married,no,yes,no,cellular,may,unknown,no
blue-collar,divorced,no,yes,no,unknown,jun,unknown,no
technician,married,no,no,no,cellular,aug,unknown,no
unknown,married,no,no,no,cellular,aug,unknown,no
blue-collar,single,no,no,no,unknown,dec,unknown,no
student,single,no,no,no,cellular,may,unknown,no
blue-collar,married,no,yes,no,unknown,may,unknown,no
blue-collar,married,yes,no,no,unknown,may,unknown,no
admin.,single,no,yes,no,cellular,apr,unknown,no
management,divorced,no,no,no,cellular,jul,unknown,no
admin.,single,no,yes,no,cellular,may,other,no
self-employed,single,no,yes,no,unknown,jun,unknown,no
management,divorced,no,no,no,unknown,may,unknown,no
services,divorced,yes,yes,yes,telephone,may,unknown,no
blue-collar,married,no,yes,no,cellular,aug,unknown,no
technician,married,no,yes,no,unknown,may,unknown,no
blue-collar,married,no,yes,no,cellular,may,unknown,no
admin.,married,no,no,no,cellular,feb,unknown,no
management,married,no,yes,no,cellular,apr,failure,no
self-employed,married,no,yes,no,unknown,may,unknown,no
technician,single,no,no,no,cellular,aug,unknown,no
blue-collar,single,no,yes,no,cellular,may,unknown,no
technician,married,no,no,no,cellular,aug,unknown,no
blue-collar,married,no,no,no,cellular,nov,unknown,no
blue-collar,married,no,yes,no,cellular,may,unknown,no
retired,married,no,no,no,cellular,apr,unknown,no
admin.,married,no,yes,no,unknown,may,unknown,no
retired,married,no,yes,no,cellular,apr,unknown,no
services,single,no,no,no,cellular,feb,unknown,no
self-employed,married,no,yes,no,cellular,apr,unknown,no
technician,married,no,yes,no,cellular,nov,success,no
management,divorced,no,yes,no,cellular,nov,unknown,no
technician,married,no,no,no,unknown,jun,unknown,no
management,single,no,no,no,telephone,dec,unknown,no
admin.,married,no,yes,yes,cellular,may,unknown,no
technician,single,no,yes,no,cellular,nov,failure,no
services,divorced,no,no,no,cellular,jul,unknown,no
management,married,no,no,no,unknown,may,unknown,no
management,divorced,no,no,no,cellular,mar,unknown,no
services,married,no,yes,no,unknown,jun,success,no
blue-collar,married,no,yes,yes,unknown,may,unknown,no
admin.,married,no,yes,no,cellular,aug,failure,no
technician,divorced,no,yes,yes,cellular,aug,unknown,no
management,married,no,no,no,cellular,jan,failure,no
management,married,no,no,yes,unknown,jul,unknown,no
technician,single,no,no,no,cellular,jun,unknown,no
student,single,no,no,no,unknown,jun,unknown,no
admin.,single,no,yes,no,unknown,may,unknown,no
technician,married,no,no,no,telephone,nov,unknown,no
unemployed,single,no,no,no,cellular,feb,unknown,no
blue-collar,married,no,yes,yes,cellular,nov,other,no
technician,married,no,yes,yes,unknown,may,unknown,no
retired,married,no,yes,no,unknown,jun,unknown,no
blue-collar,married,no,no,no,unknown,jun,unknown,no
management,divorced,no,yes,no,unknown,may,unknown,no
admin.,married,no,yes,no,cellular,feb,failure,no
blue-collar,single,no,yes,no,unknown,may,unknown,no
admin.,divorced,no,yes,no,cellular,may,unknown,no
management,married,no,no,no,unknown,jun,unknown,no
blue-collar,married,no,yes,no,cellular,may,unknown,no
services,married,no,no,yes,cellular,jul,unknown,no
technician,single,no,no,no,unknown,may,unknown,no
services,single,no,yes,no,unknown,may,unknown,no
management,married,no,yes,no,unknown,may,unknown,no
admin.,married,no,no,no,cellular,jul,unknown,no
management,single,no,no,no,cellular,sep,unknown,no
management,married,no,no,no,cellular,aug,unknown,no
self-employed,married,no,yes,no,unknown,may,unknown,no
management,single,no,yes,yes,cellular,jan,failure,no
services,married,no,yes,no,unknown,jun,unknown,no
self-employed,married,no,yes,yes,cellular,nov,unknown,no
management,single,no,no,no,unknown,jun,unknown,no
services,single,no,no,no,telephone,feb,other,no
technician,single,no,yes,yes,cellular,jul,unknown,no
technician,married,no,yes,no,cellular,feb,failure,no
technician,married,no,no,no,cellular,apr,failure,no
admin.,single,no,no,no,cellular,nov,success,no
admin.,single,no,no,no,telephone,jan,other,no
student,single,no,yes,no,cellular,feb,unknown,no
technician,single,no,yes,no,cellular,jan,unknown,no
management,married,no,yes,no,cellular,jul,unknown,no
technician,single,no,yes,no,unknown,may,unknown,no
management,married,no,no,no,cellular,aug,unknown,no
technician,married,no,yes,no,cellular,aug,unknown,no
blue-collar,single,no,no,no,unknown,jun,unknown,no
blue-collar,single,no,yes,no,cellular,jul,unknown,no
management,single,no,yes,no,unknown,may,unknown,no
admin.,single,no,yes,no,cellular,apr,unknown,no
student,single,no,no,no,cellular,feb,failure,no
services,married,no,no,no,cellular,jul,unknown,no
blue-collar,married,no,yes,no,cellular,apr,unknown,no
technician,single,no,no,no,telephone,may,success,no
management,married,yes,no,yes,unknown,jul,unknown,no
management,divorced,no,no,no,cellular,may,success,no
technician,divorced,no,yes,no,cellular,feb,unknown,no
blue-collar,married,no,yes,no,unknown,may,unknown,no
technician,married,no,yes,no,cellular,may,unknown,no
entrepreneur,married,no,yes,yes,cellular,feb,other,no
services,married,no,yes,yes,unknown,may,unknown,no
management,single,no,yes,no,cellular,jan,unknown,no
admin.,married,no,no,no,cellular,jan,unknown,no
management,single,no,yes,no,unknown,may,unknown,no
blue-collar,married,no,yes,no,unknown,jun,unknown,no
technician,married,no,yes,no,unknown,may,unknown,no
blue-collar,married,no,no,no,cellular,jul,unknown,no
technician,single,no,yes,no,unknown,may,unknown,no
services,single,no,no,no,unknown,jun,unknown,no
admin.,married,no,yes,no,cellular,jul,unknown,no
admin.,married,no,no,no,cellular,jul,unknown,no
management,married,no,yes,no,cellular,jul,unknown,no
services,married,no,yes,no,cellular,apr,unknown,no
technician,divorced,no,no,yes,cellular,nov,unknown,no
services,single,no,yes,no,cellular,jul,unknown,no
technician,divorced,no,yes,no,unknown,may,unknown,no
unemployed,single,no,no,no,cellular,jan,unknown,no
technician,single,no,no,no,cellular,feb,unknown,no
blue-collar,single,no,yes,yes,cellular,may,failure,no
management,single,no,yes,no,cellular,may,failure,no
blue-collar,married,no,yes,no,unknown,may,unknown,no
technician,single,no,no,yes,unknown,jul,unknown,no
retired,married,no,no,yes,unknown,jun,unknown,no
admin.,married,no,yes,no,unknown,may,unknown,no
services,single,no,no,no,cellular,jan,unknown,no
technician,single,no,yes,no,cellular,may,unknown,no
admin.,single,no,yes,no,cellular,may,unknown,no
retired,divorced,no,yes,no,cellular,nov,failure,no
services,married,no,yes,no,unknown,may,unknown,no
admin.,married,no,yes,no,cellular,jul,unknown,no
housemaid,married,no,no,no,cellular,jan,other,no
blue-collar,married,no,yes,no,cellular,feb,failure,no
blue-collar,single,no,yes,no,cellular,apr,failure,no
management,single,no,yes,no,cellular,may,failure,no
admin.,married,no,no,no,unknown,jun,unknown,no
blue-collar,married,no,yes,no,unknown,may,unknown,no
unknown,married,no,yes,no,cellular,jul,unknown,no
management,married,no,no,no,cellular,feb,unknown,no
admin.,single,no,no,yes,unknown,jun,unknown,no
blue-collar,married,no,yes,no,unknown,may,unknown,no
management,married,no,yes,no,cellular,nov,unknown,no
blue-collar,divorced,yes,no,no,unknown,may,unknown,no
self-employed,married,no,no,no,telephone,apr,failure,no
management,married,no,yes,no,cellular,aug,failure,no
admin.,married,no,yes,no,unknown,may,unknown,no
management,single,no,yes,no,cellular,apr,unknown,no
technician,single,no,yes,no,cellular,feb,unknown,no
admin.,married,no,yes,yes,cellular,jul,unknown,no
blue-collar,married,no,yes,no,unknown,jun,unknown,no
technician,married,no,no,no,unknown,may,unknown,no
management,single,no,yes,no,cellular,jul,unknown,no
management,married,no,no,yes,cellular,jul,unknown,no
blue-collar,married,no,yes,no,cellular,apr,unknown,no
management,married,no,no,no,cellular,apr,unknown,no
management,single,no,no,no,cellular,aug,unknown,no
admin.,married,no,yes,no,cellular,nov,unknown,no
entrepreneur,married,no,yes,yes,cellular,may,unknown,no
management,married,no,no,no,cellular,nov,unknown,no
self-employed,married,no,yes,no,cellular,aug,success,no
entrepreneur,married,no,yes,no,unknown,may,unknown,no
technician,single,no,no,no,unknown,may,unknown,no
student,single,no,no,no,telephone,jun,unknown,no
retired,married,no,no,no,cellular,oct,failure,no
management,married,no,no,no,cellular,nov,unknown,no
management,single,no,yes,no,cellular,apr,failure,no
technician,single,no,yes,no,cellular,may,unknown,no
technician,married,no,yes,no,unknown,may,unknown,no
management,married,no,yes,no,cellular,nov,unknown,no
student,single,no,no,no,cellular,feb,unknown,no
blue-collar,married,no,yes,no,cellular,apr,unknown,no
blue-collar,married,no,yes,no,cellular,may,failure,no
services,single,no,yes,no,telephone,may,failure,no
technician,married,no,yes,no,cellular,nov,unknown,no
management,married,no,no,no,cellular,aug,unknown,no
technician,divorced,no,no,no,cellular,aug,unknown,no
services,married,no,yes,yes,cellular,jul,unknown,no
management,married,no,no,no,cellular,aug,unknown,no
entrepreneur,married,no,yes,yes,cellular,may,unknown,no
entrepreneur,single,no,no,no,cellular,jan,unknown,no
retired,married,no,no,no,cellular,aug,unknown,no
blue-collar,married,no,yes,no,cellular,feb,unknown,no
blue-collar,married,no,yes,no,unknown,may,unknown,no
technician,married,no,yes,yes,unknown,may,unknown,no
student,married,no,yes,no,telephone,nov,other,no
retired,married,yes,no,no,cellular,aug,unknown,no
management,divorced,no,no,no,cellular,apr,unknown,no
blue-collar,married,no,yes,no,unknown,may,unknown,no
services,married,no,yes,no,unknown,may,unknown,no
blue-collar,married,no,yes,no,unknown,may,unknown,no
blue-collar,married,no,yes,no,cellular,may,unknown,no
blue-collar,married,no,yes,no,unknown,may,unknown,no
management,married,no,yes,no,unknown,may,unknown,no
management,married,no,no,no,cellular,aug,unknown,no
services,single,no,no,no,telephone,jan,unknown,no
technician,single,no,yes,no,unknown,may,unknown,no
management,married,no,no,yes,cellular,nov,unknown,no
technician,divorced,no,no,no,cellular,nov,failure,no
blue-collar,married,no,no,yes,unknown,jun,unknown,no
blue-collar,married,no,no,yes,cellular,may,unknown,no
services,married,no,yes,yes,cellular,apr,unknown,no
entrepreneur,married,no,yes,no,cellular,jul,unknown,no
blue-collar,married,no,yes,no,cellular,apr,unknown,no
retired,married,no,no,no,cellular,aug,unknown,no
services,single,no,no,no,cellular,may,unknown,no
admin.,single,no,yes,no,unknown,may,unknown,no
self-employed,single,no,no,no,telephone,may,unknown,no
admin.,divorced,no,no,no,cellular,aug,unknown,no
self-employed,married,no,no,no,cellular,aug,unknown,no
admin.,married,no,yes,no,unknown,may,unknown,no
blue-collar,married,no,yes,no,unknown,may,unknown,no
blue-collar,married,no,yes,no,cellular,jul,unknown,no
technician,single,no,yes,no,cellular,feb,success,no
admin.,married,no,no,no,cellular,aug,unknown,no
services,single,no,yes,no,cellular,apr,failure,no
blue-collar,married,yes,yes,no,unknown,may,unknown,no
technician,married,no,yes,no,unknown,may,unknown,no
services,divorced,no,yes,no,cellular,may,failure,no
blue-collar,married,no,yes,no,telephone,apr,unknown,no
technician,single,no,no,yes,unknown,jun,unknown,no
technician,married,no,yes,no,telephone,apr,unknown,no
management,single,no,no,no,cellular,aug,unknown,no
admin.,married,no,yes,yes,cellular,may,failure,no
entrepreneur,divorced,no,yes,no,unknown,may,unknown,no
technician,married,no,no,no,unknown,may,unknown,no
services,married,no,no,no,cellular,aug,unknown,no
admin.,single,no,no,no,unknown,jun,unknown,no
technician,married,no,no,no,cellular,jul,unknown,no
services,divorced,no,no,yes,unknown,may,unknown,no
services,married,no,yes,no,cellular,jul,unknown,no
blue-collar,married,no,no,no,unknown,jun,unknown,no
admin.,married,no,no,no,telephone,jul,unknown,no
admin.,married,no,no,no,cellular,aug,success,no
blue-collar,married,no,yes,no,cellular,may,success,no
management,divorced,no,no,no,cellular,feb,failure,no
housemaid,married,yes,yes,yes,unknown,may,unknown,no
admin.,single,no,yes,no,unknown,may,unknown,no
admin.,married,no,yes,yes,unknown,may,unknown,no
management,married,no,yes,no,unknown,may,unknown,no
technician,single,no,no,no,cellular,aug,unknown,no
blue-collar,married,no,yes,no,telephone,nov,unknown,no
management,married,no,yes,no,cellular,jul,unknown,no
blue-collar,married,no,yes,no,cellular,jul,unknown,no
management,married,no,yes,no,telephone,nov,unknown,no
management,divorced,no,no,no,cellular,jan,unknown,no
blue-collar,married,no,yes,yes,unknown,may,unknown,no
blue-collar,married,no,yes,no,cellular,jul,unknown,no
blue-collar,married,no,yes,yes,cellular,may,unknown,no
self-employed,married,no,no,no,cellular,feb,unknown,no
management,single,no,yes,no,unknown,jun,unknown,no
blue-collar,married,no,yes,yes,unknown,may,unknown,no
retired,married,no,no,no,cellular,feb,failure,no
technician,divorced,no,yes,no,cellular,jan,failure,no
blue-collar,married,no,no,no,cellular,may,unknown,no
services,married,no,no,no,cellular,aug,unknown,no
management,married,no,yes,no,cellular,jun,success,no
services,married,no,yes,no,unknown,may,unknown,no
admin.,married,no,no,no,cellular,aug,unknown,no
management,married,no,yes,no,unknown,may,unknown,no
services,married,no,yes,no,unknown,may,unknown,no
management,married,no,yes,yes,cellular,feb,unknown,no
admin.,married,no,no,yes,cellular,jul,unknown,no
admin.,married,no,yes,no,unknown,may,unknown,no
management,married,no,no,no,cellular,aug,unknown,no
services,married,no,yes,no,unknown,may,unknown,no
blue-collar,divorced,no,no,no,unknown,jun,unknown,no
